season_end_year,team_abbr,prior_roster_transition_player_count,prior_roster_returning_player_count,prior_roster_incoming_player_count,prior_roster_new_player_count,prior_roster_player_match_rate,prior_roster_continuity_minutes_share,prior_roster_incoming_minutes_share,prior_roster_minutes_covered,prior_roster_expected_net_rating,prior_roster_expected_off_rating,prior_roster_expected_def_rating,prior_roster_top8_expected_net_rating,prior_roster_top8_expected_off_rating,prior_roster_top8_expected_def_rating,prior_roster_top8_projection_wins,roster_feature_source
2017,MIL,17.0,7.0,7.0,3.0,0.8235294117647058,0.5918302583466055,0.40816974165339437,20955.375,-1.7359820252958171,104.12652640034679,105.84500390313545,-0.6014977602749676,105.2823694454481,105.86577723773875,39.37595604725759,season-level roster proxy
2017,MIN,15.0,9.0,4.0,2.0,0.8666666666666667,0.7544454684754814,0.24555453152451856,21369.795000000002,-2.473195188192805,104.79884148787261,107.2516468844616,-1.9135034846743555,105.42996717351038,107.31840345861336,35.83354059137924,season-level roster proxy
2017,NOP,17.0,6.0,7.0,4.0,0.7647058823529411,0.5098668198415642,0.4901331801584357,17153.95666666667,-3.0747019686614565,103.15072176739787,106.21370988850579,-3.8956197431369595,103.13262432409931,107.01371875519942,30.48182669353021,season-level roster proxy
2017,NYK,15.0,5.0,4.0,6.0,0.6,0.5642588557657595,0.4357411442342405,13402.238333333333,-0.8597841181504134,104.07106350270098,104.92610644764191,-0.842851068701682,104.33341215748277,105.17626322618446,38.724302114505456,season-level roster proxy
2017,OKC,15.0,7.0,5.0,3.0,0.8,0.508566466193765,0.4914335338062351,19209.301666666666,1.9317853390644688,106.15849762367728,104.22999956357947,2.532349918328297,106.75582719281228,104.22135403544209,47.8373447794864,season-level roster proxy
2017,ORL,18.0,6.0,8.0,4.0,0.7777777777777778,0.5695174458771227,0.4304825541228773,18751.851666666666,-0.38138456726629033,104.15263956599486,104.54604025326921,-0.17871662104429958,104.26084502947091,104.45379362885566,40.51746512318039,season-level roster proxy
2017,PHI,16.0,5.0,5.0,6.0,0.625,0.6445339417380241,0.35546605826197597,11807.929999999998,-6.512018730915015,99.40586780804652,105.91194136765152,-7.1462838727199305,99.2613444800078,106.4013567700175,21.705033543656185,season-level roster proxy
2017,PHO,17.0,9.0,4.0,4.0,0.7647058823529411,0.7637838745934329,0.2362161254065672,14801.776666666667,-4.578123313124798,100.99956907200105,105.56181493302721,-4.820289641198984,101.01018953253887,105.8122256345173,27.98521796876274,season-level roster proxy
2017,POR,14.0,9.0,3.0,2.0,0.8571428571428571,0.8211577554126696,0.17884224458733025,19109.793333333335,1.2467834380905565,106.16361566268465,104.9290819035545,1.786808227775099,106.81059397432962,105.03784860450065,45.82438221499277,season-level roster proxy
2017,SAC,16.0,5.0,7.0,4.0,0.75,0.4678093729761874,0.5321906270238128,19098.13166666666,-2.1936079611277863,103.45465587864227,105.6552834269391,-1.9759894159696378,103.82335907796762,105.79934849393726,35.66482857688198,season-level roster proxy
2017,SAS,16.0,8.0,4.0,4.0,0.75,0.7721295974649545,0.22787040253504537,17531.31,8.759343834925437,107.02014474864303,98.27474812207416,10.248554958978165,107.84801820582855,97.6056399040824,68.67109838924105,season-level roster proxy
2017,TOR,16.0,10.0,3.0,3.0,0.8125,0.6564095279972202,0.34359047200277987,20240.7,4.407601268730824,108.54689121423665,104.14421657847802,4.526203918201775,108.79060529429111,104.26440137608934,53.22075057914479,season-level roster proxy
2017,UTA,15.0,10.0,3.0,2.0,0.8666666666666667,0.7073485498915927,0.29265145010840715,22597.678333333337,2.303986154329866,104.36393583795149,102.06587279209434,2.747572068797525,105.13627495261849,102.39180241290734,48.41844458575332,season-level roster proxy
2017,WAS,16.0,7.0,6.0,3.0,0.8125,0.6173190058055584,0.38268099419444157,20139.32,-0.6801505297431428,103.61619090581675,104.27915881304168,-0.40584611574419277,103.87620544095203,104.26035464887535,39.90421548749068,season-level roster proxy
2018,ATL,19.0,6.0,4.0,9.0,0.5263157894736842,0.7762645583211322,0.22373544167886766,10671.875000000002,-0.9216468989751098,103.15384286578818,104.08037530112247,-0.7324021490594088,103.28425636244751,104.02174555869026,39.02251419753959,season-level roster proxy
2018,BOS,19.0,4.0,6.0,9.0,0.5263157894736842,0.39941547497491253,0.6005845250250875,18018.618333333336,2.72919153716096,108.54671805672112,105.80535432285734,2.7888000783565334,109.10073825168286,106.29874551349695,48.52976021156264,season-level roster proxy
2018,BRK,18.0,7.0,7.0,4.0,0.7777777777777778,0.4157686178276827,0.5842313821723173,20574.388333333332,-4.735041867992349,103.8656236438945,108.6101016287807,-3.383985495011873,105.11529537316635,108.51438190186637,31.863239163467945,season-level roster proxy
2018,CHI,19.0,7.0,8.0,4.0,0.7894736842105263,0.467494661338893,0.532505338661107,16303.244999999999,-1.7195014550784213,104.63259124180493,106.36415803520507,-1.664263520336956,105.53101893060352,107.20547097049439,36.50648849509022,season-level roster proxy
2018,CHO,17.0,9.0,3.0,5.0,0.7058823529411765,0.7754776352773992,0.224522364722601,19461.676666666666,0.6014441458709535,107.49224124745675,106.92088717775772,1.0325917723281866,107.84943115470784,106.84978182742962,43.7879977852861,season-level roster proxy
2018,CLE,17.0,5.0,7.0,5.0,0.7058823529411765,0.5112068203424839,0.488793179657516,19475.268333333333,0.9016457796345299,108.79938876323568,107.92936786236835,1.4042942871516164,109.3521254633362,107.97922632065283,44.79159457530936,season-level roster proxy
2018,DAL,21.0,9.0,4.0,8.0,0.6190476190476191,0.8534755645844311,0.14652443541556898,15955.393333333333,-2.859723566827351,103.74151940890206,106.58809308576535,-2.931189814569267,104.05175061006406,106.96412572847078,33.08578750066298,season-level roster proxy
2018,DEN,16.0,10.0,4.0,2.0,0.875,0.7015013132219169,0.2984986867780828,20777.143333333337,1.4900734188193656,110.36624738113662,108.86833578982544,1.8956877685142544,111.40603131068096,109.50820972109796,46.11835697498849,season-level roster proxy
2018,DET,19.0,7.0,7.0,5.0,0.7368421052631579,0.49258073513242595,0.5074192648675743,19725.561666666665,-0.2726137244761175,106.22273648819632,106.50454541345128,0.30368585052741864,107.24811088667983,106.94739919130915,41.81995179642403,season-level roster proxy
2018,GSW,17.0,12.0,3.0,2.0,0.8823529411764706,0.8808524582141016,0.11914754178589851,20024.59833333333,10.305627944763605,113.68865727560579,103.38345422492455,12.244934596086999,115.25213722662235,103.00720263053536,74.06132340943489,season-level roster proxy
2018,HOU,20.0,8.0,9.0,3.0,0.85,0.567966842820094,0.43203315717990604,23034.528333333332,5.808578353785843,112.05335929387743,106.22260429035629,6.460042594406502,112.88835892195584,106.40216326537056,58.44211500489756,season-level roster proxy
2018,IND,17.0,6.0,7.0,4.0,0.7647058823529411,0.3904512755664341,0.6095487244335659,19545.891666666666,-1.15551124767481,105.63530739409434,106.81671757961071,-0.6258044129188278,106.29631462150545,106.94959859739409,39.31032808511917,season-level roster proxy
2018,LAC,17.0,3.0,8.0,6.0,0.6470588235294118,0.289105436264647,0.710894563735353,18796.331666666665,3.2555902618941874,110.55861468181868,107.30607304669998,3.3731183183663536,110.9317325525468,107.56206012228756,50.10741945958915,season-level roster proxy
2018,LAL,20.0,5.0,7.0,8.0,0.6,0.4100891159185228,0.5899108840814771,17298.443333333336,-3.674972189212401,106.16146436490527,109.82870872003315,-3.450143072255786,106.92225959586102,110.3560045004015,31.684613704909378,season-level roster proxy
2018,MEM,22.0,8.0,4.0,10.0,0.5454545454545454,0.8226491629906695,0.17735083700933052,12283.515000000001,-1.253626371061812,104.60738478901735,105.86139740945487,-0.8213897358176407,104.99373559398629,105.81553450515182,38.78224771329237,season-level roster proxy
2018,MIA,18.0,11.0,4.0,3.0,0.8333333333333334,0.8134836860376752,0.1865163139623249,21536.766666666666,0.706226987028384,106.23573975047323,105.52098961775445,0.7643956236793671,106.37771410639797,105.61123813043284,43.06386818393429,season-level roster proxy
2018,MIL,19.0,10.0,6.0,3.0,0.8421052631578947,0.7187616795474675,0.2812383204525325,22189.786666666667,-0.21751546056624246,107.7200336611318,107.92774168926967,-1.02150576519612,107.92307638191272,108.93128819627599,38.24193443397048,season-level roster proxy
2018,MIN,15.0,6.0,8.0,1.0,0.9333333333333333,0.46738822955397025,0.5326117704460299,24020.69833333333,0.06082013019466062,108.55301104554346,108.49714349825662,0.14147273550967082,109.23890009047581,109.09742735496614,41.38197638587611,season-level roster proxy
2018,NOP,19.0,7.0,5.0,7.0,0.631578947368421,0.624049788762364,0.3759502112376359,19546.31166666667,0.4376953725370353,105.99529736513801,105.54852604331914,0.3384454534656406,105.84978608404079,105.50350347643473,41.91380272435723,season-level roster proxy
2018,NYK,18.0,7.0,7.0,4.0,0.7777777777777778,0.5701732276774716,0.4298267723225285,17027.39833333333,-3.0582011990675038,105.99930062715592,109.03603348485713,-2.1451106640666042,106.91934470359725,109.04777492744803,35.20820120702017,season-level roster proxy
2018,OKC,17.0,8.0,5.0,4.0,0.7647058823529411,0.5217042027377836,0.47829579726221627,20504.055,1.6360086334142199,108.41624869649766,106.79408152842612,1.6905755806822296,108.71699696139005,107.04252501101024,45.56455406784202,season-level roster proxy
2018,ORL,18.0,7.0,6.0,5.0,0.7222222222222222,0.6811788842124618,0.31882111578753813,18998.360000000004,-4.012160189967273,103.9311736381456,107.94882760933048,-3.9098827481328504,104.47414539374192,108.38883076711821,30.443316580041305,season-level roster proxy
2018,PHI,19.0,8.0,7.0,4.0,0.7894736842105263,0.5629960141553619,0.43700398584463795,19269.023333333334,-1.18760929242738,104.55295304709269,105.74247702746395,-0.6479603516343155,105.37996356969197,106.02792392132628,39.250507050587345,season-level roster proxy
2018,PHO,18.0,9.0,3.0,6.0,0.6666666666666666,0.7584077775728624,0.24159222242713768,17333.256666666664,-4.535564907306321,105.28415776646705,109.81631940872047,-4.84019298233785,105.6392475423256,110.47038978693683,27.931478947687804,season-level roster proxy
2018,POR,15.0,11.0,2.0,2.0,0.8666666666666667,0.9536094939675344,0.04639050603246582,16382.051666666664,-0.9407117911869199,107.77144341200244,108.70020889731866,-0.4498194406010283,108.6496080288345,109.08426201537863,39.78548751037722,season-level roster proxy
2018,SAC,16.0,5.0,4.0,7.0,0.5625,0.5595735332536396,0.4404264667463603,12631.7,-2.3011821581154286,105.5018418212381,107.81797195415764,-2.2986255700153055,105.55657565791259,107.87019704319388,34.79371096095868,season-level roster proxy
2018,SAS,17.0,11.0,3.0,3.0,0.8235294117647058,0.8657544402050935,0.1342455597949064,17683.96166666667,6.4291210387717594,109.09214976055983,102.67246733080266,8.134562968808845,110.57016818948335,102.4524086609848,62.963320015783886,season-level roster proxy
2018,TOR,16.0,10.0,2.0,4.0,0.75,0.876657039515741,0.12334296048425887,16007.966666666667,2.606597288017008,109.08336117016738,106.4531935036513,2.4468745820542295,109.86628252101312,107.3953181419073,47.60656137154642,season-level roster proxy
2018,UTA,19.0,6.0,5.0,8.0,0.5789473684210527,0.5127318982457427,0.4872681017542573,15852.768333333333,3.4692950999830634,108.43062195971872,104.95698276042428,3.4434273789760623,108.6720623594207,105.22396960839738,50.29725392323537,season-level roster proxy
2018,WAS,15.0,10.0,4.0,1.0,0.9333333333333333,0.8394129198485584,0.16058708015144169,20349.748333333333,2.12956726164263,109.52850905854774,107.4068301254176,2.861786999365678,110.60163923704438,107.74915696877413,48.72682489828733,season-level roster proxy
2019,ATL,18.0,6.0,6.0,6.0,0.6666666666666666,0.6903958781276788,0.30960412187232117,12968.216666666667,-6.516652353895998,102.21404434945437,108.74587054503766,-6.354033455300808,102.55036768683406,108.92513288235062,23.844109670687818,season-level roster proxy
2019,BOS,16.0,12.0,2.0,2.0,0.875,0.9972862240825497,0.0027137759174502354,17785.796666666665,4.523155930228222,106.20378226896031,101.66673889033927,5.6388738410893255,107.18601711072876,101.53082369849993,56.22495937094118,season-level roster proxy
2019,BRK,17.0,8.0,5.0,4.0,0.7647058823529411,0.7585112223653668,0.24148877763463308,19929.325,-2.2662972278288396,105.59653073214137,107.87770110126658,-1.6585987500973687,105.93935757300609,107.62158766289181,36.521783374737105,season-level roster proxy
2019,CHI,17.0,7.0,6.0,4.0,0.7647058823529411,0.6146654334585562,0.38533456654144377,12179.615000000002,-4.71692762866478,103.24085123654015,107.94775717459048,-5.384868535699947,103.10421217041313,108.48068359305964,26.460854953610145,season-level roster proxy
2019,CHO,17.0,10.0,3.0,4.0,0.7647058823529411,0.7930652993035746,0.20693470069642542,18993.898333333334,-1.107470916756688,106.9174592384449,108.00140095867627,-0.7156345322491205,107.66401030783365,108.34796134649908,39.067786762927376,season-level roster proxy
2019,CLE,19.0,7.0,8.0,4.0,0.7894736842105263,0.5390088592029649,0.4609911407970352,16997.954999999998,-1.7148136251292192,107.22649063764827,108.94256464968875,-1.7614769773795855,107.38034356179985,109.14182053917943,36.24401216107512,season-level roster proxy
2019,DAL,16.0,6.0,5.0,5.0,0.6875,0.4913280112533098,0.5086719887466901,15383.918333333333,-2.0024929821195316,105.68560868378678,107.6911284413778,-2.0680441185600933,105.59079707697467,107.66231035724485,35.41628087988775,season-level roster proxy
2019,DEN,18.0,11.0,2.0,5.0,0.7222222222222222,0.8728738084776666,0.12712619152233337,17737.113333333335,1.8453576530867295,110.51119031206505,108.65782370825468,2.7745648008820347,111.11099139588882,108.3289827905842,48.4913249623815,season-level roster proxy
2019,DET,17.0,7.0,5.0,5.0,0.7058823529411765,0.651799184801236,0.34820081519876406,15803.916666666666,1.453314220630962,107.4656424409561,105.99180403591936,1.208153085999482,107.80714870063763,106.57506078481966,44.2620133321986,season-level roster proxy
2019,GSW,17.0,10.0,5.0,2.0,0.8823529411764706,0.798495149866827,0.20150485013317296,17591.785,5.861947352130554,111.30642092317522,105.46874416098196,6.62333066754972,112.1574781841664,105.56635619469924,58.882992802384244,season-level roster proxy
2019,HOU,20.0,8.0,5.0,7.0,0.65,0.6899502343343548,0.31004976566564524,18375.45333333333,7.98892194224324,113.17165825931554,105.17002180989276,8.35238305668183,113.83854619763508,105.47546717808943,63.551434253040945,season-level roster proxy
2019,IND,17.0,10.0,5.0,2.0,0.8823529411764706,0.6914394540713831,0.3085605459286168,23124.635000000002,0.4581821075229944,106.73783264759275,106.29555091356036,1.3564111176794296,107.49926704369216,106.15430467896127,44.66231001773446,season-level roster proxy
2019,LAC,19.0,7.0,8.0,4.0,0.7894736842105263,0.4446456528642429,0.555354347135757,18054.8,0.518325911484296,107.48781091454906,106.96887252512722,0.18429889805899763,107.65806494721839,107.4737660491594,41.49760702475929,season-level roster proxy
2019,LAL,20.0,7.0,8.0,5.0,0.75,0.45547889662793584,0.5445211033720642,23491.743333333336,-1.5334833032825859,106.69154588073,108.24856747540942,-0.7426454372486916,107.37685972564981,108.15217499322033,38.99485731942853,season-level roster proxy
2019,MEM,22.0,5.0,11.0,6.0,0.7272727272727273,0.23877389934554052,0.7612261006544596,17265.901666666665,-0.1436902561609633,105.98618873172084,106.1359510426186,0.8371374764871424,106.50083526278156,105.66153966544495,43.26027118651528,season-level roster proxy
2019,MIA,15.0,11.0,1.0,3.0,0.8,0.9025081350737254,0.0974918649262746,17697.545000000002,0.94191231985378,105.78364423803791,104.85523016516318,1.7888440775648364,106.62733327770091,104.84690002699936,45.829879009425056,season-level roster proxy
2019,MIL,18.0,7.0,9.0,2.0,0.8888888888888888,0.5203159539759024,0.4796840460240977,23825.2,0.4186617391109694,107.77251778928753,107.34334213353927,0.5991914565099522,108.35631903139883,107.73769421999437,42.61781693257687,season-level roster proxy
2019,MIN,18.0,7.0,6.0,5.0,0.7222222222222222,0.631951472297552,0.3680485277024481,22396.004999999997,3.5649493588997982,110.41216918672177,106.820771971013,5.026022048976946,111.52913295509589,106.47308392516632,54.570259532237756,season-level roster proxy
2019,NOP,17.0,7.0,6.0,4.0,0.7647058823529411,0.6122840784124063,0.38771592158759377,20262.95,-0.8784990257259349,106.51566734689008,107.39103590543331,0.5490759810986542,107.54494907885221,107.00313391989974,42.48250514896637,season-level roster proxy
2019,NYK,17.0,6.0,6.0,5.0,0.7058823529411765,0.4179302598263028,0.5820697401736973,12784.309999999998,-4.980303564812389,103.0900876152096,108.08641945999956,-4.92720941292431,103.39749606186939,108.34209694704346,27.69653458510436,season-level roster proxy
2019,OKC,17.0,8.0,5.0,4.0,0.7647058823529411,0.7132791338154763,0.2867208661845238,20286.978333333333,0.9254198608680588,107.5391429494141,106.57170137954665,1.8284422178991055,108.42954895508085,106.55294759849416,45.93679398832759,season-level roster proxy
2019,ORL,17.0,8.0,4.0,5.0,0.7058823529411765,0.6911493007413064,0.30885069925869346,14358.658333333336,-3.8994705401328686,103.41939501079196,107.30918046544502,-4.098156635912996,103.81999340944749,107.9115952028848,29.93497708303491,season-level roster proxy
2019,PHI,19.0,7.0,8.0,4.0,0.7894736842105263,0.4653712108963841,0.5346287891036159,21050.163333333334,1.3582158111520592,107.19561936890751,105.82776350587302,2.460656420950133,108.16270184992449,105.69006032869675,47.64377233656536,season-level roster proxy
2019,PHO,16.0,5.0,5.0,6.0,0.625,0.545671083823976,0.45432891617602394,17699.291666666668,-6.50704267355332,103.4283062363607,109.90130414823568,-7.143323761723012,103.2766168484781,110.38129995129583,21.713025843347864,season-level roster proxy
2019,POR,16.0,10.0,3.0,3.0,0.8125,0.7569392502456542,0.24306074975434577,19276.758333333335,0.8569253647851403,107.0672663583218,106.21165750119637,1.4600337422826322,107.41862286467514,105.96012749890961,44.942091104163104,season-level roster proxy
2019,SAC,17.0,6.0,8.0,3.0,0.8235294117647058,0.5120888914120687,0.4879111085879312,20785.06,-5.406281210318051,102.8473392988361,108.25509850985917,-5.665767648537091,102.7961047680552,108.4618724165923,25.702427348949854,season-level roster proxy
2019,SAS,15.0,6.0,5.0,4.0,0.7333333333333333,0.5196420839453251,0.4803579160546749,16528.45666666667,3.515078943648097,108.15761551239811,104.66450351182212,3.739429238506262,108.77228689497288,105.05689020824414,51.09645894396691,season-level roster proxy
2019,TOR,18.0,9.0,8.0,1.0,0.9444444444444444,0.5989392716298989,0.4010607283701012,18253.495,3.05500148510372,108.07183504674948,105.0460098645949,4.110007190927105,109.21057410992303,105.13905730369912,52.09701941550318,season-level roster proxy
2019,UTA,17.0,14.0,2.0,1.0,0.9411764705882353,0.8909162459772784,0.10908375402272144,19181.14833333333,5.281374281640594,107.19223876846443,101.8999572931374,5.571436020391966,107.72111026411197,102.13681824259778,56.04287725505831,season-level roster proxy
2019,WAS,19.0,5.0,11.0,3.0,0.8421052631578947,0.373196705068307,0.6268032949316931,19259.88333333333,2.243403334911167,108.69728694272119,106.45306616602905,2.448144416592082,109.1959180271776,106.74728640217867,47.60998992479862,season-level roster proxy
2020,ATL,18.0,6.0,8.0,4.0,0.7777777777777778,0.6523935715019502,0.3476064284980498,17245.81166666667,-1.9682782109317944,108.95847135637861,110.91096632448053,-2.4015375198740343,109.03792575363286,111.43409352502718,34.51584869634011,season-level roster proxy
2020,BOS,17.0,8.0,2.0,7.0,0.5882352941176471,0.7010758299901775,0.2989241700098225,15060.62,2.7725285656677254,109.76614676775147,107.00867844971411,2.7993987717268802,110.06791783910201,107.2842318466828,48.55837668366258,season-level roster proxy
2020,BRK,22.0,6.0,13.0,3.0,0.8636363636363636,0.3601015140035706,0.6398984859964293,24158.243333333336,-2.8238241591241526,107.10687736263384,109.92257583436322,-1.9554807695372558,107.99252388202582,109.94048439792644,35.72020192224941,season-level roster proxy
2020,CHI,17.0,9.0,3.0,5.0,0.7058823529411765,0.7062127958062991,0.2937872041937009,18504.57833333333,-4.426423649930959,105.87166416563396,110.31465382395909,-3.687393911148451,106.99228055041618,110.69417606023164,31.04403643989918,season-level roster proxy
2020,CHO,14.0,9.0,1.0,4.0,0.7142857142857143,0.8425793107609785,0.15742068923902153,11379.603333333333,-2.530118551291038,108.1408964313636,110.68456699281552,-2.2117461205415547,108.38599909154019,110.61216368482522,35.0282854745378,season-level roster proxy
2020,CLE,16.0,7.0,4.0,5.0,0.6875,0.6736793591497624,0.3263206408502376,15636.726666666666,-6.178172936023696,107.03725674256633,113.22047095108142,-6.7687424357995205,107.12067987702478,113.88942231282428,22.724395423341292,season-level roster proxy
2020,DAL,18.0,10.0,5.0,3.0,0.8333333333333334,0.6770714804665505,0.32292851953344937,22203.665,-1.1052160007518277,107.61973194515409,108.71367565519776,-2.0873843419622196,107.71988659847618,109.78870889748018,35.36406227670201,season-level roster proxy
2020,DEN,17.0,8.0,5.0,4.0,0.7647058823529411,0.7248372202245447,0.2751627797754554,20525.686666666665,3.2628324168123655,110.65653967565196,107.3857209567979,4.091108195183824,110.99327686285686,106.892245733035,52.045992126996325,season-level roster proxy
2020,DET,19.0,7.0,8.0,4.0,0.7894736842105263,0.6237843574616743,0.37621564253832596,14205.793333333331,-0.2573260252038019,107.7406455065985,107.99700449675696,0.860651322870253,108.58426751056348,107.7236161876932,43.323758571749686,season-level roster proxy
2020,GSW,16.0,4.0,4.0,8.0,0.5,0.5755655701775583,0.4244344298224416,10863.005,4.104894210518483,112.71850686496661,108.60824240929037,4.104894210518483,112.71850686496661,108.60824240929037,52.08321436839991,season-level roster proxy
2020,HOU,20.0,6.0,11.0,3.0,0.85,0.4914437382547148,0.5085562617452851,22493.955,3.3731325816202617,111.88654213987711,108.51340955825688,3.9204206665953745,112.91186557990221,108.99144491330684,51.58513579980751,season-level roster proxy
2020,IND,17.0,8.0,7.0,2.0,0.8823529411764706,0.44764446873346875,0.5523555312665313,17615.028333333335,1.0743484091283035,107.72332959630967,106.65393378589512,0.6693258627813676,107.78534619643406,107.1160203336527,42.80717982950969,season-level roster proxy
2020,LAC,17.0,8.0,6.0,3.0,0.8235294117647058,0.5302211888904672,0.4697788111095328,23019.39,2.3317144879454523,109.96274214187838,107.62539120280773,3.859839881733992,111.93393068297851,108.06165241973675,51.421567680681775,season-level roster proxy
2020,LAL,18.0,6.0,10.0,2.0,0.8888888888888888,0.46987823246264054,0.5301217675373595,20976.718333333334,-0.43121200003400595,108.91559030007157,109.35112994716125,0.47953822655426687,109.75701216774915,109.29077880480781,42.29475321169652,season-level roster proxy
2020,MEM,17.0,6.0,7.0,4.0,0.7647058823529411,0.32877600330744544,0.6712239966925545,13436.351666666667,-2.8222958340253816,105.06698726874149,107.88947598746735,-2.1262451032822853,105.18610722747131,107.3123523307536,35.25913822113783,season-level roster proxy
2020,MIA,18.0,6.0,6.0,6.0,0.6666666666666666,0.4398264570083131,0.5601735429916868,13878.981666666667,1.6868315626902985,108.38801680814959,106.69884153364278,2.3815560273124636,108.70520502492107,106.3236489976086,47.43020127374365,season-level roster proxy
2020,MIL,16.0,10.0,5.0,1.0,0.9375,0.6705491312648275,0.32945086873517254,23066.676666666666,5.556192446737378,110.89521906999174,105.34383376712411,6.010384452417112,111.8096240562184,105.79923960380128,57.2280380215262,season-level roster proxy
2020,MIN,17.0,2.0,10.0,5.0,0.7058823529411765,0.2640201551941769,0.7359798448058231,16293.566666666666,0.0371356384012504,108.86363759111471,108.82907189340578,0.6747696183572522,109.60144239713361,108.94435898115621,42.82187796956458,season-level roster proxy
2020,NOP,17.0,5.0,6.0,6.0,0.6470588235294118,0.42962367833076087,0.570376321669239,16404.760000000002,0.8101327297686769,108.1773529248015,107.36512364907097,1.6184632901525204,108.60198492981105,106.98107845240497,45.36985088341181,season-level roster proxy
2020,NYK,18.0,7.0,8.0,3.0,0.8333333333333334,0.46534424053627954,0.5346557594637203,21075.573333333334,-4.103044195555296,106.48642701218728,110.60792676735406,-4.137920168006187,106.54781843570387,110.69560650338285,29.827615546383292,season-level roster proxy
2020,OKC,17.0,7.0,4.0,6.0,0.6470588235294118,0.5604372146348272,0.4395627853651729,16825.298333333332,2.316076346937484,109.08999201500043,106.77934114887908,3.130759772338168,110.04463542086981,106.92433096785783,49.45305138531305,season-level roster proxy
2020,ORL,19.0,13.0,4.0,2.0,0.8947368421052632,0.8074933109994603,0.19250668900053958,21876.088333333337,1.804055889638405,108.79412637222696,107.01363678439465,2.6876870277261977,109.4200752377724,106.76190005474571,48.25675497486073,season-level roster proxy
2020,PHI,17.0,7.0,7.0,3.0,0.8235294117647058,0.5657662432001236,0.4342337567998764,17951.306666666667,2.230517546355028,109.75319630400165,107.48783982670157,1.7922728592545525,109.80338843435092,107.9723738564481,45.839136719987295,season-level roster proxy
2020,PHO,17.0,5.0,8.0,4.0,0.7647058823529411,0.5391866814328272,0.4608133185671729,18054.795,-4.202145893468559,106.57937642973332,110.78739233354169,-4.602322111859988,106.84594316187781,111.45153541682438,28.57373029797803,season-level roster proxy
2020,POR,16.0,7.0,5.0,4.0,0.75,0.6520792622165033,0.34792073778349675,16387.463333333333,0.5982108986157917,110.43345266574713,109.84193009127506,1.1937167248778475,110.86235633669831,109.67606755433663,44.22303515717019,season-level roster proxy
2020,SAC,18.0,9.0,5.0,4.0,0.7777777777777778,0.6532984452192113,0.3467015547807888,23533.006666666664,-1.6181869804991627,107.37754987958756,108.97284496300374,-0.7714170758892713,107.98059957145931,108.72639018953167,38.91717389509897,season-level roster proxy
2020,SAS,17.0,11.0,2.0,4.0,0.7647058823529411,0.9319659981951737,0.06803400180482626,17822.583333333336,1.7184152035572842,110.68036716525381,108.95158653580896,2.106164515203024,111.38794308357794,109.27059571443061,46.68664419104817,season-level roster proxy
2020,TOR,18.0,10.0,2.0,6.0,0.6666666666666666,0.8521760586370991,0.1478239413629008,16515.141666666666,4.3327225974951284,109.83453830499991,105.49122202504067,5.064719005061946,110.37784363020333,105.30396362200159,54.674741313667255,season-level roster proxy
2020,UTA,18.0,6.0,5.0,7.0,0.6111111111111112,0.4946265084199866,0.5053734915800133,20148.29,1.9272818603133728,107.9360847909839,106.02154627845175,2.0533286079049637,108.16657787893465,106.12739562046637,46.5439872413434,season-level roster proxy
2020,WAS,21.0,5.0,10.0,6.0,0.7142857142857143,0.448214730725252,0.5517852692747479,12867.526666666668,-0.4882171994721598,108.52905685319477,109.00997837450242,-0.21149977377469195,109.59335771038916,109.7962564330675,40.42895061080833,season-level roster proxy
2021,ATL,17.0,8.0,6.0,3.0,0.8235294117647058,0.5428393411261138,0.4571606588738862,20696.221666666668,-2.522783369557068,108.56540615746852,111.08593208599348,-2.4814988682225327,109.75485051902812,112.23740908733822,34.299953055799165,season-level roster proxy
2021,BOS,18.0,11.0,5.0,2.0,0.8888888888888888,0.6780108590572764,0.3219891409427236,16479.945,2.7078943224628476,110.18257608464917,107.46505319040811,3.4764332620828515,110.76081930557827,107.27281332029472,50.3863698076237,season-level roster proxy
2021,BRK,21.0,9.0,9.0,3.0,0.8571428571428571,0.47250519304164296,0.527494806958357,17776.993333333332,-0.1573603466502959,108.690812169587,108.85386360798171,0.457499496353206,109.88562956338224,109.44011521042655,42.23524864015366,season-level roster proxy
2021,CHI,17.0,9.0,6.0,2.0,0.8823529411764706,0.5730327331351532,0.4269672668648469,18558.87,-2.271353886308811,106.22492936441355,108.48003265644228,-2.0051497657783286,106.99001402626843,108.98307096513497,35.58609563239851,season-level roster proxy
2021,CHO,17.0,10.0,2.0,5.0,0.7058823529411765,0.8091506775822436,0.1908493224177564,16290.888333333332,-4.426979457739821,106.13327841851881,110.51714378579518,-4.482960940649833,106.47804519236807,110.90457042812328,28.896005460245448,season-level roster proxy
2021,CLE,21.0,7.0,8.0,6.0,0.7142857142857143,0.6155454459459848,0.38445455405401546,16280.073333333326,-4.834688285597403,106.9898330003428,111.81142615655708,-5.475267268501471,107.25437815989781,112.70237700249507,26.216778375046026,season-level roster proxy
2021,DAL,17.0,10.0,3.0,4.0,0.7647058823529411,0.7654182433304574,0.23458175666954256,18399.875,3.802357833046874,113.16568646979034,109.36733062951063,3.7588928815575104,113.35677944550473,109.59575332540535,51.14901078020528,season-level roster proxy
